id,canonical_slug,hugging_face_id,name,created,description,context_length,architecture,per_request_limits,supported_parameters,default_parameters,knowledge_cutoff,expiration_date,prompt_pricing,completion_pricing,max_completion_tokens,is_moderated
qwen/qwen3.5-35b-a3b,qwen/qwen3.5-35b-a3b-20260224,Qwen/Qwen3.5-35B-A3B,Qwen: Qwen3.5-35B-A3B,1772053822,"The Qwen3.5 Series 35B-A3B is a native vision-language model designed with a hybrid architecture that integrates linear attention mechanisms and a sparse mixture-of-experts model, achieving higher inference efficiency. Its overall performance is comparable to that of the Qwen3.5-27B.",262144.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'reasoning', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_logprobs', 'top_p']","{'temperature': 1, 'top_p': 0.95, 'top_k': 20, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.0000001625,0.0000013,65536.0,False
qwen/qwen3.5-27b,qwen/qwen3.5-27b-20260224,Qwen/Qwen3.5-27B,Qwen: Qwen3.5-27B,1772053810,"The Qwen3.5 27B native vision-language Dense model incorporates a linear attention mechanism, delivering fast response times while balancing inference speed and performance. Its overall capabilities are comparable to those of the Qwen3.5-122B-A10B.",262144.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'reasoning', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_logprobs', 'top_p']","{'temperature': 0.6, 'top_p': 0.95, 'top_k': 20, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.000000195,0.00000156,65536.0,False
qwen/qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b-20260224,Qwen/Qwen3.5-122B-A10B,Qwen: Qwen3.5-122B-A10B,1772053789,"The Qwen3.5 122B-A10B native vision-language model is built on a hybrid architecture that integrates a linear attention mechanism with a sparse mixture-of-experts model, achieving higher inference efficiency. In terms of overall performance, this model is second only to Qwen3.5-397B-A17B. Its text capabilities significantly outperform those of Qwen3-235B-2507, and its visual capabilities surpass those of Qwen3-VL-235B.",262144.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'reasoning', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_logprobs', 'top_p']","{'temperature': 0.6, 'top_p': 0.95, 'top_k': 20, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.00000026,0.00000208,65536.0,False
qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-20260224,,Qwen: Qwen3.5-Flash,1772053776,"The Qwen3.5 native vision-language Flash models are built on a hybrid architecture that integrates a linear attention mechanism with a sparse mixture-of-experts model, achieving higher inference efficiency. Compared to the 3 series, these models deliver a leap forward in performance for both pure text and multimodal tasks, offering fast response times while balancing inference speed and overall performance.",1000000.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'presence_penalty', 'reasoning', 'response_format', 'seed', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",,,0.000000065,0.00000026,65536.0,False
liquid/lfm-2-24b-a2b,liquid/lfm-2-24b-a2b-20260224,LiquidAI/LFM2-24B-A2B,LiquidAI: LFM2-24B-A2B,1772048711,"LFM2-24B-A2B is the largest model in the LFM2 family of hybrid architectures designed for efficient on-device deployment. Built as a 24B parameter Mixture-of-Experts model with only 2B active parameters per token, it delivers high-quality generation while maintaining low inference costs. The model fits within 32 GB of RAM, making it practical to run on consumer laptops and desktops without sacrificing capability.",32768.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['frequency_penalty', 'logit_bias', 'max_tokens', 'min_p', 'presence_penalty', 'repetition_penalty', 'stop', 'temperature', 'top_k', 'top_p']","{'temperature': 0.1, 'top_p': None, 'top_k': 50, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': 1.05}",,,0.00000003,0.00000012,,False
google/gemini-3.1-pro-preview-customtools,google/gemini-3.1-pro-preview-customtools-20260219,,Google: Gemini 3.1 Pro Preview Custom Tools,1772045923,"Gemini 3.1 Pro Preview Custom Tools is a variant of Gemini 3.1 Pro that improves tool selection behavior by preventing overuse of a general bash tool when more efficient third-party or user-defined functions are available. This specialized preview endpoint significantly increases function calling reliability and ensures the model selects the most appropriate tool in coding agents and complex, multi-tool workflows.

It retains the core strengths of Gemini 3.1 Pro, including multimodal reasoning across text, image, video, audio, and code, a 1M-token context window, and strong software engineering performance.",1048576.0,"{'modality': 'text+image+file+audio+video->text', 'input_modalities': ['text', 'audio', 'image', 'video', 'file'], 'output_modalities': ['text'], 'tokenizer': 'Gemini', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",,,0.000002,0.000012,65536.0,False
openai/gpt-5.3-codex,openai/gpt-5.3-codex-20260224,,OpenAI: GPT-5.3-Codex,1771959164,"GPT-5.3-Codex is OpenAI’s most advanced agentic coding model, combining the frontier software engineering performance of GPT-5.2-Codex with the broader reasoning and professional knowledge capabilities of GPT-5.2. It achieves state-of-the-art results on SWE-Bench Pro and strong performance on Terminal-Bench 2.0 and OSWorld-Verified, reflecting improved multi-language coding, terminal proficiency, and real-world computer-use skills. The model is optimized for long-running, tool-using workflows and supports interactive steering during execution, making it suitable for complex development tasks, debugging, deployment, and iterative product work.

Beyond coding, GPT-5.3-Codex performs strongly on structured knowledge-work benchmarks such as GDPval, supporting tasks like document drafting, spreadsheet analysis, slide creation, and operational research across domains. It is trained with enhanced cybersecurity awareness, including vulnerability identification capabilities, and deployed with additional safeguards for high-risk use cases. Compared to prior Codex models, it is more token-efficient and approximately 25% faster, targeting professional end-to-end workflows that span reasoning, execution, and computer interaction.",400000.0,"{'modality': 'text+image+file->text', 'input_modalities': ['text', 'image', 'file'], 'output_modalities': ['text'], 'tokenizer': 'GPT', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'response_format', 'seed', 'structured_outputs', 'tool_choice', 'tools']","{'temperature': None, 'top_p': None, 'top_k': None, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.00000175,0.000014,128000.0,True
aion-labs/aion-2.0,aion-labs/aion-2.0-20260223,,AionLabs: Aion-2.0,1771881306,"Aion-2.0 is a variant of DeepSeek V3.2 optimized for immersive roleplaying and storytelling. It is particularly strong at introducing tension, crises, and conflict into stories, making narratives feel more engaging. It also handles mature and darker themes with more nuance and depth.",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'temperature', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",,,0.0000008,0.0000016,32768.0,False
google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview-20260219,,Google: Gemini 3.1 Pro Preview,1771509627,"Gemini 3.1 Pro Preview is Google’s frontier reasoning model, delivering enhanced software engineering performance, improved agentic reliability, and more efficient token usage across complex workflows. Building on the multimodal foundation of the Gemini 3 series, it combines high-precision reasoning across text, image, video, audio, and code with a 1M-token context window. Reasoning Details must be preserved when using multi-turn tool calling, see our docs here: https://openrouter.ai/docs/use-cases/reasoning-tokens#preserving-reasoning. The 3.1 update introduces measurable gains in SWE benchmarks and real-world coding environments, along with stronger autonomous task execution in structured domains such as finance and spreadsheet-based workflows.

Designed for advanced development and agentic systems, Gemini 3.1 Pro Preview improves long-horizon stability and tool orchestration while increasing token efficiency. It introduces a new medium thinking level to better balance cost, speed, and performance. The model excels in agentic coding, structured planning, multimodal analysis, and workflow automation, making it well-suited for autonomous agents, financial modeling, spreadsheet automation, and high-context enterprise tasks.",1048576.0,"{'modality': 'text+image+file+audio+video->text', 'input_modalities': ['audio', 'file', 'image', 'text', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Gemini', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",,,0.000002,0.000012,65536.0,False
anthropic/claude-sonnet-4.6,anthropic/claude-4.6-sonnet-20260217,,Anthropic: Claude Sonnet 4.6,1771342990,"Sonnet 4.6 is Anthropic's most capable Sonnet-class model yet, with frontier performance across coding, agents, and professional work. It excels at iterative development, complex codebase navigation, end-to-end project management with memory, polished document creation, and confident computer use for web QA and workflow automation.",1000000.0,"{'modality': 'text+image->text', 'input_modalities': ['text', 'image'], 'output_modalities': ['text'], 'tokenizer': 'Claude', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'response_format', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p', 'verbosity']","{'temperature': None, 'top_p': None, 'top_k': None, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.000003,0.000015,128000.0,True
qwen/qwen3.5-plus-02-15,qwen/qwen3.5-plus-20260216,,Qwen: Qwen3.5 Plus 2026-02-15,1771229416,"The Qwen3.5 native vision-language series Plus models are built on a hybrid architecture that integrates linear attention mechanisms with sparse mixture-of-experts models, achieving higher inference efficiency. In a variety of task evaluations, the 3.5 series consistently demonstrates performance on par with state-of-the-art leading models. Compared to the 3 series, these models show a leap forward in both pure-text and multimodal capabilities.",1000000.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'presence_penalty', 'reasoning', 'response_format', 'seed', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",,,0.00000026,0.00000156,65536.0,False
qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,Qwen/Qwen3.5-397B-A17B,Qwen: Qwen3.5 397B A17B,1771223018,"The Qwen3.5 series 397B-A17B native vision-language model is built on a hybrid architecture that integrates a linear attention mechanism with a sparse mixture-of-experts model, achieving higher inference efficiency. It delivers state-of-the-art performance comparable to leading-edge models across a wide range of tasks, including language understanding, logical reasoning, code generation, agent-based tasks, image understanding, video understanding, and graphical user interface (GUI) interactions. With its robust code-generation and agent capabilities, the model exhibits strong generalization across diverse agent.",262144.0,"{'modality': 'text+image+video->text', 'input_modalities': ['text', 'image', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'logit_bias', 'max_tokens', 'min_p', 'presence_penalty', 'reasoning', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']","{'temperature': 0.6, 'top_p': 0.95, 'top_k': 20, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",,,0.00000039,0.00000234,65536.0,False
